ROI,Frame,Wavelength,Row,Column,Intensity,Exposure started time stamp,Exposure ended time stamp
1,1,487.15639022760467,0,0,10,N/A,N/A
1,1,487.28266499289003,0,1,6,N/A,N/A
1,1,487.408935313901,0,2,10,N/A,N/A
1,1,487.53520118841311,0,3,6,N/A,N/A
1,1,487.6614626142034,0,4,6,N/A,N/A
1,1,487.78771958904838,0,5,6,N/A,N/A
1,1,487.91397211072507,0,6,5,N/A,N/A
1,1,488.04022017701107,0,7,12,N/A,N/A
1,1,488.16646378568419,0,8,6,N/A,N/A
1,1,488.29270293452242,0,9,6,N/A,N/A
1,1,488.41893762130422,0,10,8,N/A,N/A
1,1,488.54516784380854,0,11,3,N/A,N/A
1,1,488.67139359981428,0,12,4,N/A,N/A
1,1,488.79761488710108,0,13,5,N/A,N/A
1,1,488.92383170344851,0,14,4,N/A,N/A
1,1,489.0500440466368,0,15,10,N/A,N/A
1,1,489.17625191444631,0,16,13,N/A,N/A
1,1,489.30245530465794,0,17,4,N/A,N/A
1,1,489.42865421505269,0,18,6,N/A,N/A
1,1,489.55484864341213,0,19,7,N/A,N/A
1,1,489.68103858751789,0,20,14,N/A,N/A
1,1,489.80722404515222,0,21,8,N/A,N/A
1,1,489.93340501409745,0,22,6,N/A,N/A
1,1,490.05958149213643,0,23,9,N/A,N/A
1,1,490.18575347705229,0,24,10,N/A,N/A
1,1,490.31192096662841,0,25,7,N/A,N/A
1,1,490.43808395864863,0,26,6,N/A,N/A
1,1,490.56424245089704,0,27,8,N/A,N/A
1,1,490.69039644115816,0,28,7,N/A,N/A
1,1,490.81654592721679,0,29,11,N/A,N/A
1,1,490.942690906858,0,30,11,N/A,N/A
1,1,491.0688313778673,0,31,1,N/A,N/A
1,1,491.19496733803044,0,32,7,N/A,N/A
1,1,491.32109878513353,0,33,8,N/A,N/A
1,1,491.44722571696326,0,34,3,N/A,N/A
1,1,491.5733481313062,0,35,5,N/A,N/A
1,1,491.69946602594962,0,36,9,N/A,N/A
1,1,491.825579398681,0,37,9,N/A,N/A
1,1,491.95168824728819,0,38,5,N/A,N/A
1,1,492.07779256955922,0,39,6,N/A,N/A
1,1,492.2038923632827,0,40,7,N/A,N/A
1,1,492.32998762624754,0,41,10,N/A,N/A
1,1,492.45607835624281,0,42,5,N/A,N/A
1,1,492.582164551058,0,43,6,N/A,N/A
1,1,492.70824620848322,0,44,9,N/A,N/A
1,1,492.83432332630821,0,45,6,N/A,N/A
1,1,492.96039590232391,0,46,5,N/A,N/A
1,1,493.08646393432105,0,47,7,N/A,N/A
1,1,493.21252742009068,0,48,7,N/A,N/A
1,1,493.33858635742479,0,49,10,N/A,N/A
1,1,493.46464074411477,0,50,7,N/A,N/A
1,1,493.59069057795313,0,51,2,N/A,N/A
1,1,493.7167358567325,0,52,6,N/A,N/A
1,1,493.84277657824543,0,53,9,N/A,N/A
1,1,493.96881274028567,0,54,5,N/A,N/A
1,1,494.09484434064643,0,55,5,N/A,N/A
1,1,494.2208713771218,0,56,3,N/A,N/A
1,1,494.34689384750607,0,57,11,N/A,N/A
1,1,494.47291174959389,0,58,9,N/A,N/A
1,1,494.59892508117997,0,59,8,N/A,N/A
1,1,494.72493384005992,0,60,8,N/A,N/A
1,1,494.85093802402923,0,61,5,N/A,N/A
1,1,494.976937630884,0,62,8,N/A,N/A
1,1,495.1029326584204,0,63,4,N/A,N/A
1,1,495.22892310443513,0,64,4,N/A,N/A
1,1,495.3549089667253,0,65,8,N/A,N/A
1,1,495.48089024308814,0,66,7,N/A,N/A
1,1,495.60686693132146,0,67,6,N/A,N/A
1,1,495.73283902922327,0,68,4,N/A,N/A
1,1,495.85880653459185,0,69,8,N/A,N/A
1,1,495.98476944522611,0,70,6,N/A,N/A
1,1,496.11072775892507,0,71,5,N/A,N/A
1,1,496.23668147348803,0,72,6,N/A,N/A
1,1,496.36263058671483,0,73,7,N/A,N/A
1,1,496.48857509640561,0,74,7,N/A,N/A
1,1,496.61451500036077,0,75,7,N/A,N/A
1,1,496.74045029638108,0,76,10,N/A,N/A
1,1,496.86638098226757,0,77,5,N/A,N/A
1,1,496.9923070558221,0,78,2,N/A,N/A
1,1,497.11822851484612,0,79,7,N/A,N/A
1,1,497.24414535714192,0,80,8,N/A,N/A
1,1,497.37005758051208,0,81,3,N/A,N/A
1,1,497.49596518275951,0,82,4,N/A,N/A
1,1,497.6218681616873,0,83,2,N/A,N/A
1,1,497.747766515099,0,84,12,N/A,N/A
1,1,497.87366024079853,0,85,7,N/A,N/A
1,1,497.99954933659029,0,86,3,N/A,N/A
1,1,498.12543380027859,0,87,12,N/A,N/A
1,1,498.25131362966869,0,88,5,N/A,N/A
1,1,498.37718882256559,0,89,4,N/A,N/A
1,1,498.50305937677513,0,90,8,N/A,N/A
1,1,498.62892529010321,0,91,5,N/A,N/A
1,1,498.75478656035619,0,92,5,N/A,N/A
1,1,498.88064318534072,0,93,5,N/A,N/A
1,1,499.006495162864,0,94,5,N/A,N/A
1,1,499.13234249073309,0,95,3,N/A,N/A
1,1,499.25818516675594,0,96,11,N/A,N/A
1,1,499.38402318874063,0,97,15,N/A,N/A
1,1,499.5098565544954,0,98,4,N/A,N/A
1,1,499.63568526182928,0,99,11,N/A,N/A
1,1,499.76150930855113,0,100,5,N/A,N/A
1,1,499.88732869247065,0,101,5,N/A,N/A
1,1,500.01314341139749,0,102,5,N/A,N/A
1,1,500.13895346314183,0,103,5,N/A,N/A
1,1,500.26475884551439,0,104,6,N/A,N/A
1,1,500.39055955632574,0,105,13,N/A,N/A
1,1,500.51635559338729,0,106,4,N/A,N/A
1,1,500.64214695451068,0,107,5,N/A,N/A
1,1,500.76793363750755,0,108,8,N/A,N/A
1,1,500.89371564019052,0,109,12,N/A,N/A
1,1,501.01949296037185,0,110,4,N/A,N/A
1,1,501.14526559586483,0,111,9,N/A,N/A
1,1,501.27103354448258,0,112,9,N/A,N/A
1,1,501.39679680403879,0,113,11,N/A,N/A
1,1,501.52255537234754,0,114,8,N/A,N/A
1,1,501.64830924722332,0,115,3,N/A,N/A
1,1,501.77405842648062,0,116,5,N/A,N/A
1,1,501.89980290793477,0,117,7,N/A,N/A
1,1,502.02554268940094,0,118,5,N/A,N/A
1,1,502.15127776869525,0,119,2,N/A,N/A
1,1,502.27700814363351,0,120,12,N/A,N/A
1,1,502.40273381203247,0,121,8,N/A,N/A
1,1,502.52845477170877,0,122,10,N/A,N/A
1,1,502.65417102047974,0,123,6,N/A,N/A
1,1,502.77988255616293,0,124,8,N/A,N/A
1,1,502.90558937657624,0,125,5,N/A,N/A
1,1,503.03129147953786,0,126,7,N/A,N/A
1,1,503.15698886286651,0,127,7,N/A,N/A
1,1,503.282681524381,0,128,11,N/A,N/A
1,1,503.4083694619008,0,129,7,N/A,N/A
1,1,503.53405267324564,0,130,8,N/A,N/A
1,1,503.65973115623541,0,131,7,N/A,N/A
1,1,503.7854049086904,0,132,6,N/A,N/A
1,1,503.91107392843168,0,133,5,N/A,N/A
1,1,504.03673821328016,0,134,8,N/A,N/A
1,1,504.16239776105721,0,135,6,N/A,N/A
1,1,504.28805256958475,0,136,9,N/A,N/A
1,1,504.413702636685,0,137,4,N/A,N/A
1,1,504.53934796018035,0,138,4,N/A,N/A
1,1,504.66498853789381,0,139,9,N/A,N/A
1,1,504.79062436764849,0,140,4,N/A,N/A
1,1,504.91625544726804,0,141,11,N/A,N/A
1,1,505.04188177457638,0,142,12,N/A,N/A
1,1,505.16750334739794,0,143,12,N/A,N/A
1,1,505.29312016355715,0,144,6,N/A,N/A
1,1,505.41873222087924,0,145,6,N/A,N/A
1,1,505.54433951718948,0,146,11,N/A,N/A
1,1,505.66994205031358,0,147,13,N/A,N/A
1,1,505.79553981807777,0,148,12,N/A,N/A
1,1,505.92113281830831,0,149,8,N/A,N/A
1,1,506.04672104883213,0,150,11,N/A,N/A
1,1,506.17230450747638,0,151,10,N/A,N/A
1,1,506.29788319206864,0,152,10,N/A,N/A
1,1,506.42345710043668,0,153,4,N/A,N/A
1,1,506.54902623040891,0,154,14,N/A,N/A
1,1,506.67459057981358,0,155,13,N/A,N/A
1,1,506.80015014648012,0,156,8,N/A,N/A
1,1,506.92570492823751,0,157,10,N/A,N/A
1,1,507.05125492291552,0,158,10,N/A,N/A
1,1,507.17680012834427,0,159,7,N/A,N/A
1,1,507.302340542354,0,160,7,N/A,N/A
1,1,507.4278761627757,0,161,6,N/A,N/A
1,1,507.55340698744027,0,162,11,N/A,N/A
1,1,507.67893301417939,0,163,4,N/A,N/A
1,1,507.80445424082473,0,164,9,N/A,N/A
1,1,507.92997066520854,0,165,9,N/A,N/A
1,1,508.05548228516335,0,166,8,N/A,N/A
1,1,508.18098909852222,0,167,9,N/A,N/A
1,1,508.30649110311833,0,168,10,N/A,N/A
1,1,508.43198829678522,0,169,8,N/A,N/A
1,1,508.55748067735715,0,170,14,N/A,N/A
1,1,508.68296824266838,0,171,6,N/A,N/A
1,1,508.80845099055358,0,172,7,N/A,N/A
1,1,508.933928918848,0,173,12,N/A,N/A
1,1,509.05940202538693,0,174,3,N/A,N/A
1,1,509.18487030800628,0,175,10,N/A,N/A
1,1,509.31033376454218,0,176,9,N/A,N/A
1,1,509.43579239283122,0,177,14,N/A,N/A
1,1,509.56124619071028,0,178,9,N/A,N/A
1,1,509.68669515601681,0,179,7,N/A,N/A
1,1,509.81213928658809,0,180,14,N/A,N/A
1,1,509.93757858026248,0,181,6,N/A,N/A
1,1,510.06301303487805,0,182,13,N/A,N/A
1,1,510.18844264827385,0,183,6,N/A,N/A
1,1,510.31386741828862,0,184,10,N/A,N/A
1,1,510.43928734276204,0,185,11,N/A,N/A
1,1,510.56470241953389,0,186,9,N/A,N/A
1,1,510.69011264644433,0,187,7,N/A,N/A
1,1,510.815518021334,0,188,8,N/A,N/A
1,1,510.94091854204373,0,189,13,N/A,N/A
1,1,511.0663142064148,0,190,10,N/A,N/A
1,1,511.19170501228893,0,191,10,N/A,N/A
1,1,511.31709095750813,0,192,4,N/A,N/A
1,1,511.44247203991461,0,193,7,N/A,N/A
1,1,511.56784825735139,0,194,14,N/A,N/A
1,1,511.69321960766126,0,195,13,N/A,N/A
1,1,511.818586088688,0,196,11,N/A,N/A
1,1,511.94394769827534,0,197,5,N/A,N/A
1,1,512.06930443426745,0,198,9,N/A,N/A
1,1,512.194656294509,0,199,9,N/A,N/A
1,1,512.32000327684477,0,200,10,N/A,N/A
1,1,512.44534537912034,0,201,5,N/A,N/A
1,1,512.570682599181,0,202,12,N/A,N/A
1,1,512.69601493487335,0,203,5,N/A,N/A
1,1,512.82134238404319,0,204,8,N/A,N/A
1,1,512.94666494453782,0,205,7,N/A,N/A
1,1,513.0719826142041,0,206,7,N/A,N/A
1,1,513.19729539088962,0,207,10,N/A,N/A
1,1,513.32260327244239,0,208,7,N/A,N/A
1,1,513.44790625671033,0,209,9,N/A,N/A
1,1,513.57320434154246,0,210,5,N/A,N/A
1,1,513.69849752478763,0,211,9,N/A,N/A
1,1,513.82378580429508,0,212,8,N/A,N/A
1,1,513.94906917791479,0,213,10,N/A,N/A
1,1,514.07434764349659,0,214,11,N/A,N/A
1,1,514.19962119889112,0,215,13,N/A,N/A
1,1,514.32488984194936,0,216,10,N/A,N/A
1,1,514.45015357052228,0,217,9,N/A,N/A
1,1,514.57541238246154,0,218,10,N/A,N/A
1,1,514.700666275619,0,219,9,N/A,N/A
1,1,514.82591524784721,0,220,10,N/A,N/A
1,1,514.95115929699875,0,221,10,N/A,N/A
1,1,515.07639842092658,0,222,12,N/A,N/A
1,1,515.20163261748428,0,223,15,N/A,N/A
1,1,515.32686188452567,0,224,7,N/A,N/A
1,1,515.45208621990491,0,225,12,N/A,N/A
1,1,515.57730562147651,0,226,12,N/A,N/A
1,1,515.70252008709542,0,227,12,N/A,N/A
1,1,515.82772961461683,0,228,6,N/A,N/A
1,1,515.9529342018966,0,229,13,N/A,N/A
1,1,516.07813384679071,0,230,15,N/A,N/A
1,1,516.20332854715537,0,231,10,N/A,N/A
1,1,516.32851830084792,0,232,15,N/A,N/A
1,1,516.4537031057248,0,233,12,N/A,N/A
1,1,516.578882959644,0,234,5,N/A,N/A
1,1,516.70405786046342,0,235,12,N/A,N/A
1,1,516.8292278060411,0,236,9,N/A,N/A
1,1,516.954392794236,0,237,9,N/A,N/A
1,1,517.07955282290686,0,238,7,N/A,N/A
1,1,517.20470788991315,0,239,6,N/A,N/A
1,1,517.32985799311484,0,240,6,N/A,N/A
1,1,517.45500313037178,0,241,12,N/A,N/A
1,1,517.58014329954483,0,242,12,N/A,N/A
